AcademicYear,Stu_deID,School_deID,GradeLevel,DOB,TestAge,StudentGender,StudentEthnicity,Special_Education,Homeless,SocioEconomically,TestDayName,TestDate,OverallScore,OverallLevel,ExpectedAttendanceDays,DaysAttended,AttendedPct,EnrolledPct,GradeEnrolledPct,GradeAttendedPct,TeacherGender,TeacherTotalYearsOfService,TeacherEthnicity
2017-2018,2523,1,4,2008-04-14,9.837299876109707,F,Hispanic,N,N,N,Wednesday,2018-02-14,1454,1,180.0,172.0,0.9555555555555556,1.0,4.999999,4.955555555555556,F,10,Black/African Am
2017-2018,2524,9,0,2011-09-07,6.614783328884235,F,Hispanic,N,N,Y,Thursday,2018-04-19,1447,4,153.0,138.0,0.9019607843137255,0.85,0.85,0.9019607843137255,F,6,Filipino
2017-2018,2525,5,2,2010-08-20,7.6387605494979365,M,Hispanic,N,N,Y,Tuesday,2018-04-10,1456,3,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,18,White
2017-2018,2526,3,0,2011-12-06,6.466936350506855,F,Hispanic,N,Y,Y,Friday,2018-05-25,1412,2,169.0,141.0,0.834319526627219,0.9388888888888889,0.9388888888888889,0.834319526627219,F,1,Hispanic
2017-2018,2527,0,5,2007-05-09,10.809256863590628,F,Hispanic,N,Y,Y,Wednesday,2018-02-28,1552,4,149.0,142.0,0.9530201342281879,0.8277777777777777,5.8277777777777775,5.953020134228188,F,2,White
2017-2018,2528,7,0,2012-09-29,5.640088434396326,F,Hispanic,N,N,N,Monday,2018-05-21,1345,1,152.0,143.0,0.9407894736842105,0.8444444444444444,0.8444444444444444,0.9407894736842105,F,2,Hispanic
2017-2018,2529,9,4,2007-07-25,10.579272675003594,M,Hispanic,N,N,Y,Wednesday,2018-02-21,1460,2,180.0,165.0,0.9166666666666666,1.0,4.999999,4.916666666666667,F,3,Hispanic
2017-2018,2530,7,1,2010-11-06,7.5046031061555,M,Hispanic,N,N,Y,Wednesday,2018-05-09,1581,4,180.0,156.0,0.8666666666666667,1.0,1.9999989999999999,1.8666666666666667,F,30,Hispanic
2017-2018,2531,8,2,2009-12-07,8.205507299944557,F,Filipino,N,N,N,Tuesday,2018-02-20,1500,4,180.0,177.0,0.9833333333333333,1.0,2.999999,2.9833333333333334,F,2,White
2017-2018,2532,3,2,2010-08-26,7.685304968616741,F,Hispanic,N,Y,Y,Thursday,2018-05-03,1514,4,180.0,169.0,0.9388888888888889,1.0,2.999999,2.938888888888889,F,13,Hispanic
2017-2018,2534,9,1,2011-04-17,7.085703334086258,M,Hispanic,Y,N,Y,Friday,2018-05-18,1447,3,179.0,139.0,0.776536312849162,0.9944444444444445,1.9944444444444445,1.776536312849162,F,18,Hispanic
2017-2018,2535,0,5,2006-06-21,11.690862919840928,M,Hispanic,N,N,Y,Wednesday,2018-02-28,1523,3,180.0,175.0,0.9722222222222222,1.0,5.999999,5.972222222222222,F,2,White
2017-2018,2536,6,0,2012-07-13,5.875548436997337,M,Hispanic,N,N,Y,Tuesday,2018-05-29,1410,2,180.0,174.0,0.9666666666666667,1.0,0.999999,0.9666666666666667,F,10,Hispanic
2017-2018,2538,1,0,2011-11-10,6.431343559416004,F,Hispanic,N,N,Y,Monday,2018-04-16,1473,4,180.0,172.0,0.9555555555555556,1.0,0.999999,0.9555555555555556,F,15,Hispanic
2017-2018,2540,2,0,2012-03-21,6.10827053259136,F,Hispanic,Y,N,Y,Monday,2018-04-30,1371,1,180.0,162.0,0.9,1.0,0.999999,0.9,F,2,White
2017-2018,2541,2,5,2007-08-23,10.447853138668146,F,Hispanic,N,N,Y,Friday,2018-02-02,1516,3,180.0,136.0,0.7555555555555555,1.0,5.999999,5.7555555555555555,F,3,Hispanic
2017-2018,2542,1,3,2009-08-28,8.460132651594488,F,Hispanic,N,N,Y,Monday,2018-02-12,1425,1,180.0,168.0,0.9333333333333333,1.0,3.999999,3.9333333333333336,M,2,White
2017-2018,2543,5,2,2010-08-03,7.688042875623729,F,Hispanic,N,N,Y,Wednesday,2018-04-11,1503,4,180.0,176.0,0.9777777777777777,1.0,2.999999,2.977777777777778,F,18,White
2017-2018,2544,7,3,2009-09-01,8.51215288472727,M,Hispanic,N,Y,Y,Wednesday,2018-03-07,1474,2,180.0,173.0,0.9611111111111111,1.0,3.999999,3.9611111111111112,F,8,Hispanic
2017-2018,2545,5,0,2012-08-15,5.749604714675866,F,Hispanic,N,N,Y,Wednesday,2018-05-16,1442,3,180.0,169.0,0.9388888888888889,1.0,0.999999,0.9388888888888889,F,22,White
2017-2018,2546,9,3,2008-10-10,9.369117777914672,M,Hispanic,N,N,Y,Thursday,2018-02-22,1482,2,180.0,172.0,0.9555555555555556,1.0,3.999999,3.9555555555555557,F,13,White
2017-2018,2550,5,2,2010-01-22,8.213721020965522,F,Hispanic,N,Y,Y,Tuesday,2018-04-10,1520,4,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,2,White
2017-2018,2551,6,6,2006-11-23,11.291128496820605,M,Hispanic,N,N,Y,Friday,2018-03-09,1548,3,180.0,180.0,1.0,1.0,6.999999,6.999999,F,2,Hispanic
2017-2018,2552,9,2,2010-03-01,8.14527334579081,M,Hispanic,Y,N,Y,Monday,2018-04-23,1407,1,180.0,168.0,0.9333333333333333,1.0,2.999999,2.9333333333333336,F,1,Hispanic
2017-2018,2553,9,2,2010-08-21,7.737325201749522,M,Hispanic,N,N,Y,Thursday,2018-05-17,1460,3,180.0,161.0,0.8944444444444445,1.0,2.999999,2.8944444444444444,F,28,Hispanic
2017-2018,2554,6,3,2008-12-03,9.262339404642121,F,Hispanic,N,N,Y,Friday,2018-03-09,1567,4,180.0,167.0,0.9277777777777778,1.0,3.999999,3.927777777777778,F,29,Hispanic
2017-2018,2557,0,5,2007-01-28,11.085785471296468,M,Hispanic,N,N,Y,Wednesday,2018-02-28,1524,3,180.0,160.0,0.8888888888888888,1.0,5.999999,5.888888888888889,F,2,White
2017-2018,2559,6,2,2009-10-26,8.588814280922948,F,Hispanic,N,Y,Y,Tuesday,2018-05-29,1475,3,180.0,169.0,0.9388888888888889,1.0,2.999999,2.938888888888889,F,13,Hispanic
2017-2018,2560,4,2,2010-01-08,8.29312032416819,F,Hispanic,N,N,N,Wednesday,2018-04-25,1526,4,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,8,Hispanic
2017-2018,2561,7,5,2007-06-26,10.699740583311089,M,Hispanic,N,N,Y,Thursday,2018-03-08,1454,1,180.0,165.0,0.9166666666666666,1.0,5.999999,5.916666666666667,F,10,White
2017-2018,2562,2,0,2012-11-05,5.407366338802302,M,Asian,N,N,Y,Tuesday,2018-04-03,1393,2,180.0,176.0,0.9777777777777777,1.0,0.999999,0.9777777777777777,F,1,White
2017-2018,2563,6,3,2009-06-05,8.758564515356236,F,Hispanic,N,N,N,Friday,2018-03-09,1540,4,180.0,180.0,1.0,1.0,3.999999,3.999999,F,16,Hispanic
2017-2018,2564,4,0,2011-09-09,6.625734956912188,F,Hispanic,N,N,Y,Wednesday,2018-04-25,1438,3,180.0,169.0,0.9388888888888889,1.0,0.999999,0.9388888888888889,F,6,Hispanic
2017-2018,2565,4,2,2010-12-31,7.312949615666304,F,Hispanic,N,N,Y,Tuesday,2018-04-24,1444,2,180.0,159.0,0.8833333333333333,1.0,2.999999,2.8833333333333333,F,8,Hispanic
2017-2018,2566,3,0,2012-11-26,5.508668898060877,F,Hispanic,N,Y,Y,Thursday,2018-05-31,1281,1,180.0,174.0,0.9666666666666667,1.0,0.999999,0.9666666666666667,F,10,White
2017-2018,2567,1,1,2011-08-12,6.757154493247637,F,Hispanic,N,N,Y,Tuesday,2018-05-15,1444,3,180.0,165.0,0.9166666666666666,1.0,1.9999989999999999,1.9166666666666665,F,5,White
2017-2018,2568,3,4,2008-01-24,10.102876855787594,M,Hispanic,N,N,Y,Friday,2018-03-02,1510,3,180.0,176.0,0.9777777777777777,1.0,4.999999,4.977777777777778,F,2,White
2017-2018,2569,4,4,2008-08-03,9.55803336139688,F,Hispanic,N,Y,Y,Friday,2018-02-23,1510,3,180.0,145.0,0.8055555555555556,1.0,4.999999,4.805555555555555,M,13,White
2017-2018,2570,3,0,2012-10-03,5.63187471337536,M,Asian,N,N,Y,Tuesday,2018-05-22,1424,3,180.0,134.0,0.7444444444444445,1.0,0.999999,0.7444444444444445,F,22,Hispanic
2017-2018,2571,6,0,2011-07-16,6.820126354408372,F,Hispanic,N,N,N,Friday,2018-05-11,1389,2,180.0,167.0,0.9277777777777778,1.0,0.999999,0.9277777777777778,F,16,Hispanic
2017-2018,2572,5,1,2010-09-16,7.567574967316235,F,Filipino,N,N,Y,Wednesday,2018-04-11,1471,4,180.0,157.0,0.8722222222222222,1.0,1.9999989999999999,1.8722222222222222,F,9,Hispanic
2017-2018,2573,0,0,2011-10-26,6.502529141597706,M,Hispanic,N,Y,Y,Friday,2018-04-27,1350,1,180.0,161.0,0.8944444444444445,1.0,0.999999,0.8944444444444445,F,8,Hispanic
2017-2018,2574,5,6,2006-03-12,11.912633387406997,M,Hispanic,N,N,N,Thursday,2018-02-08,1389,1,152.0,148.0,0.9736842105263158,0.8444444444444444,6.844444444444444,6.973684210526316,M,18,Hispanic
2017-2018,2576,3,1,2011-05-02,7.058324264016373,M,Hispanic,N,N,N,Wednesday,2018-05-23,1428,2,180.0,167.0,0.9277777777777778,1.0,1.9999989999999999,1.9277777777777778,F,3,White
2017-2018,2577,4,6,2005-03-09,12.961251771083596,M,Black/African Am,N,N,Y,Friday,2018-02-23,1519,3,180.0,170.0,0.9444444444444444,1.0,6.999999,6.944444444444445,F,1,White
2017-2018,2578,5,1,2010-09-20,7.6524500845328784,F,Hispanic,N,Y,Y,Wednesday,2018-05-16,1484,4,180.0,168.0,0.9333333333333333,1.0,1.9999989999999999,1.9333333333333333,F,13,White
2017-2018,2579,6,2,2010-01-14,8.372519627370856,M,Hispanic,N,N,N,Wednesday,2018-05-30,1494,4,180.0,159.0,0.8833333333333333,1.0,2.999999,2.8833333333333333,F,13,Hispanic
2017-2018,2580,6,5,2007-06-24,10.716168025353019,M,Hispanic,N,N,Y,Monday,2018-03-12,1413,1,180.0,173.0,0.9611111111111111,1.0,5.999999,5.961111111111111,F,14,Hispanic
2017-2018,2583,2,3,2009-04-23,8.780467771412145,M,Hispanic,Y,N,N,Friday,2018-02-02,1498,3,180.0,176.0,0.9777777777777777,1.0,3.999999,3.977777777777778,F,7,White
2017-2018,2585,3,3,2009-04-16,8.884508237677707,F,Hispanic,N,N,Y,Monday,2018-03-05,1510,3,180.0,172.0,0.9555555555555556,1.0,3.999999,3.9555555555555557,M,10,Hispanic
2017-2018,2586,2,0,2012-11-19,5.369035640704463,M,Hispanic,N,Y,Y,Tuesday,2018-04-03,1377,1,180.0,175.0,0.9722222222222222,1.0,0.999999,0.9722222222222222,F,1,White
2017-2018,2587,0,5,2006-02-19,12.024887574693526,F,Hispanic,N,N,Y,Wednesday,2018-02-28,1515,3,180.0,133.0,0.7388888888888889,1.0,5.999999,5.738888888888889,F,2,White
2017-2018,2588,1,6,2005-09-25,12.386291299616008,M,Hispanic,N,Y,Y,Tuesday,2018-02-13,1513,3,180.0,149.0,0.8277777777777777,1.0,6.999999,6.8277777777777775,F,8,Hispanic
2017-2018,2589,8,0,2011-10-15,6.56823890976543,F,Hispanic,N,N,Y,Thursday,2018-05-10,1700,4,180.0,158.0,0.8777777777777778,1.0,0.999999,0.8777777777777778,F,1,White
2017-2018,2590,2,1,2011-05-07,6.9104772856389935,F,Filipino,N,N,Y,Wednesday,2018-04-04,1458,3,180.0,178.0,0.9888888888888889,1.0,1.9999989999999999,1.988888888888889,F,3,White
2017-2018,2591,4,1,2011-05-02,6.978924960813706,F,Hispanic,N,N,Y,Tuesday,2018-04-24,1384,1,180.0,179.0,0.9944444444444445,1.0,1.9999989999999999,1.9944444444444445,F,8,Hispanic
2017-2018,2592,6,5,2007-07-19,10.63950662915734,F,Hispanic,N,N,Y,Friday,2018-03-09,1520,3,180.0,175.0,0.9722222222222222,1.0,5.999999,5.972222222222222,F,13,Hispanic
2017-2018,2593,6,5,2007-06-25,10.71343011834603,F,Hispanic,N,Y,Y,Monday,2018-03-12,1446,1,180.0,172.0,0.9555555555555556,1.0,5.999999,5.955555555555556,F,13,Hispanic
2017-2018,2594,8,6,2006-03-13,11.94275036448387,M,Hispanic,Y,N,Y,Tuesday,2018-02-20,1491,2,180.0,171.0,0.95,1.0,6.999999,6.95,F,4,White
2017-2018,2595,6,1,2011-04-07,7.093917055107223,M,Hispanic,N,N,Y,Friday,2018-05-11,1511,4,180.0,168.0,0.9333333333333333,1.0,1.9999989999999999,1.9333333333333333,F,14,Hispanic
2017-2018,2596,2,0,2012-02-12,6.141125416675223,M,Hispanic,N,N,Y,Wednesday,2018-04-04,1426,3,180.0,169.0,0.9388888888888889,1.0,0.999999,0.9388888888888889,F,15,Hispanic
2017-2018,2597,6,1,2010-11-22,7.466272408057661,F,Hispanic,N,N,Y,Friday,2018-05-11,1417,2,180.0,172.0,0.9555555555555556,1.0,1.9999989999999999,1.9555555555555557,F,14,Hispanic
2017-2018,2598,8,2,2010-07-01,7.641498456504925,F,Filipino,Y,N,N,Tuesday,2018-02-20,1448,3,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,2,White
2017-2018,2599,4,2,2010-01-04,8.301334045189154,M,Hispanic,Y,N,Y,Tuesday,2018-04-24,1441,2,180.0,165.0,0.9166666666666666,1.0,2.999999,2.9166666666666665,F,8,Hispanic
2017-2018,2600,0,0,2012-07-01,5.8207902968575675,M,Hispanic,N,N,Y,Friday,2018-04-27,1342,1,180.0,168.0,0.9333333333333333,1.0,0.999999,0.9333333333333333,F,8,Hispanic
2017-2018,2601,5,3,2008-11-28,9.193891729467408,M,Hispanic,N,Y,Y,Wednesday,2018-02-07,1455,1,177.0,142.0,0.8022598870056498,0.9833333333333333,3.9833333333333334,3.8022598870056497,F,2,Asian
2017-2018,2603,0,0,2012-01-31,6.23695216191982,F,Hispanic,N,N,Y,Friday,2018-04-27,1310,1,180.0,146.0,0.8111111111111111,1.0,0.999999,0.8111111111111111,F,8,Hispanic
2017-2018,2604,0,1,2011-04-08,7.124034032184097,M,Filipino,N,N,Y,Wednesday,2018-05-23,1491,4,164.0,164.0,1.0,0.9111111111111111,1.911111111111111,1.9999989999999999,F,22,White
2017-2018,2605,7,2,2009-08-15,8.728447538279362,M,Hispanic,N,N,N,Tuesday,2018-05-08,1556,4,180.0,177.0,0.9833333333333333,1.0,2.999999,2.9833333333333334,F,19,Hispanic
2017-2018,2606,6,1,2010-01-24,8.342402650293982,F,Hispanic,N,N,Y,Tuesday,2018-05-29,1418,2,180.0,166.0,0.9222222222222223,1.0,1.9999989999999999,1.9222222222222223,F,6,Hispanic
2017-2018,2607,9,1,2010-10-19,7.501865199148511,M,Hispanic,N,N,Y,Friday,2018-04-20,1449,3,180.0,178.0,0.9888888888888889,1.0,1.9999989999999999,1.988888888888889,F,15,Hispanic
2017-2018,2609,3,2,2010-08-21,7.709946131679637,F,Hispanic,Y,N,Y,Monday,2018-05-07,1445,2,180.0,178.0,0.9888888888888889,1.0,2.999999,2.988888888888889,F,11,Hispanic
2017-2018,2611,7,0,2012-07-23,5.790673319780693,F,Hispanic,N,N,N,Tuesday,2018-05-08,1430,3,180.0,169.0,0.9388888888888889,1.0,0.999999,0.9388888888888889,F,8,Hispanic
2017-2018,2612,1,4,2008-03-12,9.92765080734033,M,Hispanic,N,N,Y,Wednesday,2018-02-14,1513,3,146.0,137.0,0.9383561643835616,0.8111111111111111,4.811111111111111,4.938356164383562,M,5,Hispanic
2017-2018,2614,2,5,2007-01-06,11.184350123548054,M,Filipino,Y,N,N,Wednesday,2018-03-14,1255,1,148.0,139.0,0.9391891891891891,0.8222222222222222,5.822222222222222,5.9391891891891895,M,4,Hispanic
2017-2018,2615,0,1,2010-11-15,7.4580586870366945,F,Hispanic,N,N,Y,Tuesday,2018-05-01,1464,3,180.0,179.0,0.9944444444444445,1.0,1.9999989999999999,1.9944444444444445,F,7,Hispanic
2017-2018,2616,9,6,2006-06-21,11.731931524945756,M,Hispanic,N,N,Y,Thursday,2018-03-15,1536,3,180.0,174.0,0.9666666666666667,1.0,6.999999,6.966666666666667,F,4,White
2017-2018,2617,6,6,2005-03-27,12.958513864076606,M,Hispanic,N,Y,Y,Monday,2018-03-12,1428,1,174.0,151.0,0.867816091954023,0.9666666666666667,6.966666666666667,6.8678160919540225,F,2,Hispanic
2017-2018,2618,4,4,2008-03-03,9.976933133466122,M,Hispanic,N,Y,Y,Friday,2018-02-23,1517,3,180.0,143.0,0.7944444444444444,1.0,4.999999,4.794444444444444,M,13,White
2017-2018,2619,1,5,2007-02-24,10.97079337700295,F,Nat Hwiin/Othr Pac Islndr,N,N,Y,Tuesday,2018-02-13,1576,4,180.0,156.0,0.8666666666666667,1.0,5.999999,5.866666666666667,F,10,Asian
2017-2018,2620,9,6,2005-04-29,12.818880606720192,M,Hispanic,Y,N,Y,Thursday,2018-02-22,1475,2,180.0,166.0,0.9222222222222223,1.0,6.999999,6.9222222222222225,F,14,White
2017-2018,2621,9,6,2005-08-04,12.553303627042308,F,Hispanic,Y,N,Y,Thursday,2018-02-22,1504,2,180.0,150.0,0.8333333333333334,1.0,6.999999,6.833333333333333,F,4,White
2017-2018,2622,6,6,2005-03-23,12.961251771083596,M,Hispanic,N,N,Y,Friday,2018-03-09,1566,4,180.0,161.0,0.8944444444444445,1.0,6.999999,6.894444444444445,F,2,Hispanic
2017-2018,2624,9,2,2009-10-01,8.550483582825109,F,Hispanic,N,N,Y,Friday,2018-04-20,1424,2,180.0,171.0,0.95,1.0,2.999999,2.95,F,19,Hispanic
2017-2018,2626,2,2,2009-12-23,8.276692882126259,M,Hispanic,N,N,Y,Tuesday,2018-04-03,1508,4,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,5,Hispanic
2017-2018,2627,3,3,2008-10-31,9.341738707844788,F,Hispanic,N,N,N,Monday,2018-03-05,1570,4,180.0,162.0,0.9,1.0,3.999999,3.9,F,15,Hispanic
2017-2018,2628,6,6,2006-01-05,12.18094827409187,M,Hispanic,N,N,Y,Monday,2018-03-12,1481,2,180.0,165.0,0.9166666666666666,1.0,6.999999,6.916666666666667,F,1,White
2017-2018,2629,5,4,2008-09-15,9.401972661998535,F,Hispanic,N,Y,Y,Friday,2018-02-09,1530,3,180.0,169.0,0.9388888888888889,1.0,4.999999,4.938888888888889,F,2,Multiple
2017-2018,2630,4,1,2010-10-25,7.496389385134534,F,Hispanic,N,N,Y,Tuesday,2018-04-24,1421,2,180.0,165.0,0.9166666666666666,1.0,1.9999989999999999,1.9166666666666665,F,5,Hispanic
2017-2018,2632,6,1,2010-09-15,7.6524500845328784,F,Hispanic,N,N,Y,Friday,2018-05-11,1504,4,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,6,Hispanic
2017-2018,2634,3,0,2011-10-13,6.554549374730487,F,Hispanic,N,N,Y,Thursday,2018-05-03,1432,3,180.0,156.0,0.8666666666666667,1.0,0.999999,0.8666666666666667,F,13,Hispanic
2017-2018,2635,3,1,2011-08-01,6.8091747263804185,F,Hispanic,N,N,Y,Wednesday,2018-05-23,1452,3,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,2,White
2017-2018,2636,0,3,2009-03-23,8.936528470810488,M,Hispanic,N,N,Y,Wednesday,2018-02-28,1439,1,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,12,Hispanic
2017-2018,2638,2,0,2011-10-23,6.4477710014579355,M,Hispanic,N,Y,Y,Wednesday,2018-04-04,1417,3,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,15,Hispanic
2017-2018,2639,7,5,2007-06-15,10.729857560387961,M,Hispanic,Y,N,Y,Thursday,2018-03-08,1505,3,180.0,171.0,0.95,1.0,5.999999,5.95,F,6,Hispanic
2017-2018,2640,0,2,2009-01-31,9.325311265802856,M,Hispanic,N,N,Y,Wednesday,2018-05-30,1403,1,180.0,169.0,0.9388888888888889,1.0,2.999999,2.938888888888889,F,9,Hispanic
2017-2018,2641,8,3,2008-10-06,9.360904056893707,M,Hispanic,N,N,Y,Thursday,2018-02-15,1506,3,180.0,163.0,0.9055555555555556,1.0,3.999999,3.9055555555555554,F,6,Hispanic
2017-2018,2643,5,3,2009-03-12,8.909149400740604,F,Hispanic,N,N,Y,Wednesday,2018-02-07,1505,3,180.0,161.0,0.8944444444444445,1.0,3.999999,3.8944444444444444,M,15,Filipino
2017-2018,2644,4,1,2010-01-31,8.32871311525904,F,Hispanic,N,N,Y,Thursday,2018-05-31,1421,2,180.0,152.0,0.8444444444444444,1.0,1.9999989999999999,1.8444444444444446,F,5,Hispanic
2017-2018,2645,0,0,2012-07-18,5.785197505766717,F,Filipino,N,Y,Y,Tuesday,2018-05-01,1398,2,180.0,171.0,0.95,1.0,0.999999,0.95,F,2,White
2017-2018,2646,7,1,2011-01-31,7.310211708659315,M,Hispanic,N,N,Y,Thursday,2018-05-24,1431,2,180.0,174.0,0.9666666666666667,1.0,1.9999989999999999,1.9666666666666668,F,8,Hispanic
2017-2018,2647,9,5,2006-12-19,11.176136402527089,M,Hispanic,N,N,Y,Wednesday,2018-02-21,1501,3,180.0,176.0,0.9777777777777777,1.0,5.999999,5.977777777777778,F,7,White
2017-2018,2648,0,3,2009-04-06,8.898197772712649,F,Hispanic,N,N,N,Wednesday,2018-02-28,1516,3,180.0,176.0,0.9777777777777777,1.0,3.999999,3.977777777777778,F,6,Hispanic
2017-2018,2649,7,0,2012-01-03,6.343730535192372,M,Hispanic,Y,N,Y,Tuesday,2018-05-08,1394,2,179.0,165.0,0.9217877094972067,0.9944444444444445,0.9944444444444445,0.9217877094972067,F,8,Hispanic
2017-2018,2650,4,0,2011-12-24,6.3327789071644185,F,Hispanic,N,N,Y,Tuesday,2018-04-24,1452,4,180.0,163.0,0.9055555555555556,1.0,0.999999,0.9055555555555556,F,5,Hispanic
2017-2018,2651,3,1,2011-09-01,6.6640656550100275,M,Hispanic,N,N,Y,Tuesday,2018-05-01,1449,3,180.0,178.0,0.9888888888888889,1.0,1.9999989999999999,1.988888888888889,F,4,Hispanic
2017-2018,2652,3,0,2012-05-30,5.927568670130119,F,Hispanic,N,Y,Y,Friday,2018-05-04,1392,2,180.0,150.0,0.8333333333333334,1.0,0.999999,0.8333333333333334,F,13,Hispanic
2017-2018,2653,7,1,2011-01-13,7.351280313764143,M,Hispanic,N,N,Y,Monday,2018-05-21,1417,2,180.0,168.0,0.9333333333333333,1.0,1.9999989999999999,1.9333333333333333,F,2,Hispanic
2017-2018,2654,2,6,2005-12-03,12.178210367084882,M,Hispanic,Y,N,Y,Tuesday,2018-02-06,1421,1,180.0,158.0,0.8777777777777778,1.0,6.999999,6.877777777777778,F,17,Hispanic
2017-2018,2655,9,1,2010-09-20,7.589478223372143,M,Hispanic,N,N,Y,Monday,2018-04-23,1450,3,180.0,171.0,0.95,1.0,1.9999989999999999,1.95,F,15,Hispanic
2017-2018,2656,6,3,2009-08-30,8.49298753567835,M,Hispanic,N,N,Y,Monday,2018-02-26,1489,2,180.0,167.0,0.9277777777777778,1.0,3.999999,3.927777777777778,F,13,Hispanic
2017-2018,2657,7,3,2008-09-22,9.453992895131316,F,Hispanic,N,N,Y,Wednesday,2018-03-07,1563,4,180.0,141.0,0.7833333333333333,1.0,3.999999,3.783333333333333,F,8,Hispanic
2017-2018,2658,8,1,2011-03-15,7.091179148100235,F,Hispanic,N,N,Y,Tuesday,2018-04-17,1514,4,180.0,146.0,0.8111111111111111,1.0,1.9999989999999999,1.8111111111111111,M,18,White
2017-2018,2659,9,3,2008-12-24,9.161036845383547,M,Hispanic,N,N,Y,Wednesday,2018-02-21,1426,1,180.0,160.0,0.8888888888888888,1.0,3.999999,3.888888888888889,F,6,Hispanic
2017-2018,2660,2,5,2007-10-24,10.352026393423547,F,Hispanic,N,N,Y,Thursday,2018-03-01,1516,3,164.0,136.0,0.8292682926829268,0.9111111111111111,5.911111111111111,5.829268292682927,M,18,Hispanic
2017-2018,2661,4,3,2009-08-31,8.490249628671362,M,Hispanic,N,Y,Y,Monday,2018-02-26,1541,4,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,13,Hispanic
2017-2018,2662,9,0,2011-10-02,6.6229970499052,M,Hispanic,N,N,Y,Thursday,2018-05-17,1407,2,180.0,172.0,0.9555555555555556,1.0,0.999999,0.9555555555555556,F,3,Hispanic
2017-2018,2663,6,1,2011-04-11,7.132247753205062,M,Hispanic,N,N,Y,Tuesday,2018-05-29,1447,3,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,6,Hispanic
2017-2018,2664,1,2,2010-03-30,7.879696366112925,M,Hispanic,N,N,Y,Wednesday,2018-02-14,1435,2,180.0,170.0,0.9444444444444444,1.0,2.999999,2.9444444444444446,F,5,Hispanic
2017-2018,2666,7,2,2010-05-26,7.9563577623086035,M,Hispanic,N,N,Y,Thursday,2018-05-10,1472,3,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,14,Hispanic
2017-2018,2667,0,5,2007-09-26,10.425949882612237,M,Filipino,N,N,Y,Wednesday,2018-02-28,1510,3,180.0,176.0,0.9777777777777777,1.0,5.999999,5.977777777777778,F,2,White
2017-2018,2668,1,5,2006-05-16,11.745621059980698,F,Hispanic,N,Y,Y,Monday,2018-02-12,1552,4,180.0,144.0,0.8,1.0,5.999999,5.8,F,10,Asian
2017-2018,2669,6,4,2008-01-10,10.168586623955317,F,Hispanic,N,N,N,Monday,2018-03-12,1521,3,180.0,173.0,0.9611111111111111,1.0,4.999999,4.961111111111111,F,13,Hispanic
2017-2018,2670,3,3,2008-12-21,9.193891729467408,F,Hispanic,N,N,N,Friday,2018-03-02,1502,3,180.0,161.0,0.8944444444444445,1.0,3.999999,3.8944444444444444,F,26,White
2017-2018,2671,0,6,2006-05-20,11.77847594406456,F,Hispanic,N,N,Y,Wednesday,2018-02-28,1522,3,180.0,167.0,0.9277777777777778,1.0,6.999999,6.927777777777778,F,4,White
2017-2018,2673,2,2,2010-08-01,7.677091247595776,F,Hispanic,N,N,Y,Thursday,2018-04-05,1567,4,180.0,176.0,0.9777777777777777,1.0,2.999999,2.977777777777778,F,2,White
2017-2018,2674,2,4,2008-01-27,10.028953366598904,M,Hispanic,N,N,Y,Tuesday,2018-02-06,1493,3,180.0,152.0,0.8444444444444444,1.0,4.999999,4.844444444444444,M,13,White
2017-2018,2675,6,1,2011-07-22,6.800961005359453,M,Hispanic,N,N,Y,Thursday,2018-05-10,1487,4,180.0,170.0,0.9444444444444444,1.0,1.9999989999999999,1.9444444444444444,F,4,White
2017-2018,2677,3,1,2011-07-12,6.811912633387407,F,Hispanic,N,N,Y,Friday,2018-05-04,1492,4,180.0,177.0,0.9833333333333333,1.0,1.9999989999999999,1.9833333333333334,F,4,Hispanic
2017-2018,2679,0,4,2008-01-18,10.149421274906398,F,Hispanic,N,N,N,Tuesday,2018-03-13,1512,3,180.0,173.0,0.9611111111111111,1.0,4.999999,4.961111111111111,F,19,Hispanic
2017-2018,2680,6,4,2008-08-29,9.525178477313018,M,Hispanic,N,Y,Y,Friday,2018-03-09,1376,1,178.0,153.0,0.8595505617977528,0.9888888888888889,4.988888888888889,4.859550561797753,F,14,Hispanic
2017-2018,2681,0,6,2006-07-18,11.652532221743089,M,Hispanic,N,N,N,Tuesday,2018-03-13,1509,2,180.0,170.0,0.9444444444444444,1.0,6.999999,6.944444444444445,M,10,White
